Artist,Track,Title,Position,Pitch,Notes
Tommy McClennan,38,I Love My Baby,"G standard, at B",,"Date Recorded: """
Tommy McClennan,39,Shake It Up And Go,"C standard, at E",,"Date Recorded: """
Tommy McClennan,40,Blue As I Can Be,"C standard, at E",,"Date Recorded: """
Tommy McClennan,41,Bluebird Blues,"G standard, at B",,"Date Recorded: """
Tommy McClennan,42,Bluebird Blues (Take 2),"G standard, at B",,"Date Recorded: """
George Mitchell Collection,1-01,Lucy Mae Blues,G,A-,
George Mitchell Collection,1-02,I Woke Up Crying,G,G#,
George Mitchell Collection,1-03,Love Blues,E,D,
George Mitchell Collection,1-04,I Told You Not to Do That,G,A,
George Mitchell Collection,1-05,In the Evening,E,D+,
George Mitchell Collection,1-06,Hey Lawdy Mama,E,C#+,
George Mitchell Collection,1-07,Thousand Woman Blues,A,G,
George Mitchell Collection,1-08,Blue Shadow Falling,E,C#+,
George Mitchell Collection,1-09,Cold Rainy Day,E,C#+,
George Mitchell Collection,1-10,Amy,A,F#+,
George Mitchell Collection,1-11,Motherless Child,Vestapol,C#-,
George Mitchell Collection,1-12,Somebody is Calling My Name,Vestapol,C#-,
George Mitchell Collection,1-13,What God Can Do,Standard,E,
George Mitchell Collection,1-14,He'll Understand and Say Well Done,Vestapol,Eflat+,
George Mitchell Collection,1-15,Big Road Blues,Dropped-D,C#+,
George Mitchell Collection,1-16,Cool Water Blues,E,Eflat+,
George Mitchell Collection,1-17,Big Fat Mama Blues,A,Aflat+,
George Mitchell Collection,1-18,Take A Little Walk With Me,E,Eflat+,
George Mitchell Collection,1-19,Everyone Got A Woman,Spanish,Bflat,
George Mitchell Collection,1-20,What She Need with A Rooster,Spanish,Bflat,
George Mitchell Collection,1-21,Sink or Swim,Spanish,Bflat,
George Mitchell Collection,1-22,Prison Bound,Spanish,Bflat,
George Mitchell Collection,1-23,Who's Gonna Be Your Man,Vestapol slide,G+,
George Mitchell Collection,1-24,"If I Lose, Let Me Lose",Vestapol,G+,
George Mitchell Collection,1-25,Black Woman,Vestapol,C#+,
George Mitchell Collection,1-26,Bumble Bee,Vestapol,C#+,
George Mitchell Collection,2-01,Rabbit On A Log,Vestapol,D+,
George Mitchell Collection,2-02,Raise a Ruckus Tonight,Vestapol,D+,
George Mitchell Collection,2-03,My Three Women,Spanish,F#,
George Mitchell Collection,2-04,Red Cross Store,Vestapol,D+,
George Mitchell Collection,2-05,Rats in the Kitchen,A,B+,
George Mitchell Collection,2-06,Special Agent,A,B+,
George Mitchell Collection,2-07,Trying To See,G,A+,
George Mitchell Collection,2-08,Mail Man Blues,G,A+,
George Mitchell Collection,2-09,Down Home Blues,Dropped-D,E,
George Mitchell Collection,2-10,Catfish Blues,E,D+,
George Mitchell Collection,2-11,Black Mattie,E,F-,
George Mitchell Collection,2-12,Sun Don't Shine,A,Bflat+,
George Mitchell Collection,2-13,Trouble Brought Me Down,Vestapol slide,D-,
George Mitchell Collection,2-14,My Lord,Vestapol slide,D-,
George Mitchell Collection,2-15,Mother Is Dead,Vestapol slide,C#+,
George Mitchell Collection,2-16,Lay My Burden Down,Vestapol slide,C#+,
George Mitchell Collection,2-17,Your Close Friend,Vestapol slide,C#+,
George Mitchell Collection,2-18,I'm Going to Leave it in the Hands of the Lord,Vestapol slide,C#+,
George Mitchell Collection,2-19,Hard Time Blues,Vestapol,B+,
George Mitchell Collection,2-20,Just Want to Talk With You,A,F-,
George Mitchell Collection,2-21,Just I Dream I got on my Mind,A,A,
George Mitchell Collection,2-22,Memphis is a Wonderful City,A,Bflat,
George Mitchell Collection,2-23,Down to Arkansas,A,Bflat,
George Mitchell Collection,2-24,Rock Me Mama,E,F+,
George Mitchell Collection,2-25,Freight Train Blues,A,G#,
George Mitchell Collection,2-26,So Sweet,A,G+,
George Mitchell Collection,2-27,Bud Grant's Grunt,E,F+,
George Mitchell Collection,3-01,Go Ahead On,E,F+,
George Mitchell Collection,3-02,You've Been Gone So Long,E,F+,
George Mitchell Collection,3-03,White Horses,Cross-note,Eflat+,
George Mitchell Collection,3-04,When I'm Sober I'm Drunk Blues,G,F#-,
George Mitchell Collection,3-05,Mean Mistreater,E,Eflat-,
George Mitchell Collection,3-06,Blues Around My Bed,E,C#,
George Mitchell Collection,3-07,Looking For My Woman,A,E+,
George Mitchell Collection,3-08,Old Red #2,Vestapol slide,D+,
George Mitchell Collection,3-09,Jack of Diamonds,Spanish,F+,
George Mitchell Collection,3-10,Them Greasy Greens,A,G+,
George Mitchell Collection,3-11,Rocking Chair,E,Eflat+,
George Mitchell Collection,3-12,Old Breakdown,E,C#+,
George Mitchell Collection,3-13,Drop Down Mama # 1,Spanish,G#+,
George Mitchell Collection,3-14,Search Me Lord *,(a capella),Aflat+,
George Mitchell Collection,3-15,My Mother Died and Left Me,(a capella),E,
George Mitchell Collection,3-16,Consolation,(a capella),E+,
George Mitchell Collection,3-17,Home Going,(a capella),G-,
George Mitchell Collection,3-18,Better Than Myself,G,Aflat+,
George Mitchell Collection,3-19,Steady Rollin' Man,G,Aflat+,
George Mitchell Collection,3-20,"Drink, Drink, Drink *",Cross harp,E,
George Mitchell Collection,3-21,Country Blues,C,B+,
George Mitchell Collection,3-22,River Blues,E,Eflat-,
George Mitchell Collection,3-23,3 O'Clock in the Morning,"Cross harp, Vestapol slide",F-,
George Mitchell Collection,3-24,I's Be Troubled,"Cross harp, Vestapol slide",F-,
George Mitchell Collection,4-01,Someday Baby,Cross harp,E,
George Mitchell Collection,4-02,Racehorse Charleston,Cross harp,E,
George Mitchell Collection,4-03,Done Lost My Health,Cross harp,E,
George Mitchell Collection,4-04,Drive Your Car,"E (gtr), cross harp",E,
George Mitchell Collection,4-05,Woke Up This Morning,"Spanish, slide",Bflat,
George Mitchell Collection,4-06,Long Wavy Hair,Vestapol slide,E,
George Mitchell Collection,4-07,Please Come Home,A,G#-,
George Mitchell Collection,4-08,Pole Pattin',G,G#-,
George Mitchell Collection,4-09,I Wanna Ramble,Vestapol,E,
George Mitchell Collection,4-10,Sitting Here Looking 1000 Miles Away,Vestapol,E-,
George Mitchell Collection,4-11,Just Like a Bird Without A Feather,E,C+,
George Mitchell Collection,4-12,Skinny Woman,Spanish,G+,
George Mitchell Collection,4-13,Goin' Down South,E,C#,
George Mitchell Collection,4-14,Poor Black Mattie,Spanish,F#,
George Mitchell Collection,4-15,Hold My Body Down,Vestapol slide,D-,
George Mitchell Collection,4-16,Trying to Make It Home,Vestapol slide,D,
George Mitchell Collection,4-17,Precious Lord,Vestapol slide,D,
George Mitchell Collection,4-18,He'll Make a Way,Vestapol,D,
George Mitchell Collection,4-19,Sugar Mama,Cross harp,E,
George Mitchell Collection,4-20,Black Gal,Cross harp,E,
George Mitchell Collection,4-21,Sloppy Drunk,Cross harp,E,
George Mitchell Collection,4-22,Decoration Day,Cross harp,E,
George Mitchell Collection,4-23,Shake 'Em On Down,"Vestapol slide, cross harp",E-,
George Mitchell Collection,4-24,Mama Says I'm Crazy,"Vestapol slide, cross harp",E-,
George Mitchell Collection,5-01,That Ain't It,E,E-,
George Mitchell Collection,5-02,Gonna Lose Your Mind,E,E-,
George Mitchell Collection,5-03,Flat Foot Boogie,E,Eflat,
George Mitchell Collection,5-04,Mama Can I Lay It Down,E,Eflat+,
George Mitchell Collection,5-05,How Can You Do It,A,Aflat+,
George Mitchell Collection,5-06,John Henry,Vestapol slide,D-,
George Mitchell Collection,5-07,Goin' Up to the Country #1,Vestapol,E,
George Mitchell Collection,5-08,Goin' Up to the Country #2,Vestapol,E,
George Mitchell Collection,5-09,Dirty Dozens,E,E-,
George Mitchell Collection,5-10,Won't You Send Me John,C,B+,
George Mitchell Collection,5-11,Wine Headed Man,E,E-,
George Mitchell Collection,5-12,K. C. Blues *,"G (tnr gtr), cross harp",G-,
George Mitchell Collection,5-13,Every Time I Come Around,n/a,Aflat+,
George Mitchell Collection,5-14,J. W.'s Special,n/a,Bflat/Dflat,
George Mitchell Collection,5-15,Old Hen Cackle,n/a,A,
George Mitchell Collection,5-16,Buck Dance,n/a,n/a,
George Mitchell Collection,5-17,Hey Freddie,n/a,E,
George Mitchell Collection,5-18,Late in the Evening,n/a,E,
George Mitchell Collection,5-19,Punky Tony,n/a,E,
George Mitchell Collection,5-20,Shimmy She Wa,n/a,F#+,
George Mitchell Collection,5-21,You Got to Reap What You Sow,E,E-,
George Mitchell Collection,5-22,Everything's Gonna Be Alright,E,Eflat+,
George Mitchell Collection,5-23,That's the Way the Good Thing Go,E,F#,
George Mitchell Collection,5-24,Georgia Buck,"C position, tuned EflatGCFAD",Bflat,
George Mitchell Collection,5-25,When the Saints Go Marching In,E,C#+,
George Mitchell Collection,5-26,Pork & Beans,EAEGBE tuning,C#,
George Mitchell Collection,5-27,Count the Days I'm Gone,Cross-note,Bflat+,
George Mitchell Collection,5-28,Roll & Tumble,Cross-note,C#+,
George Mitchell Collection,5-29,Bullying Well,Cross-note,E,
George Mitchell Collection,6-01,Good Morning Judge,Vestapol slide,C#+,
George Mitchell Collection,6-02,Furry Lewis' Careless Love,Vestapol slide,C,
George Mitchell Collection,6-03,What Make Grandpa Love Grandma So,Vestapol slide,Eflat-,
George Mitchell Collection,6-04,Have You Ever Seen Peaches,Vestapol slide,C#,
George Mitchell Collection,6-05,Hoboing Into Hollywood,Dropped-D,C#-,
George Mitchell Collection,6-06,Sundown Blues,A,G#-,
George Mitchell Collection,6-07,Rabbit On A Log,Vestapol,B-,
George Mitchell Collection,6-08,You're Gonna Miss Me,Vestapol,F#-,
George Mitchell Collection,6-09,House on the Hill,E,E,
George Mitchell Collection,6-10,I Have to Love Somebody,E,E,
George Mitchell Collection,6-11,Old Country Rock #1,F,G,
George Mitchell Collection,6-12,Instrumental #1,E,G,
George Mitchell Collection,6-13,Who Stole the Lock off the Henhouse Door,E,G,
George Mitchell Collection,6-14,Instrumental #4,E,G,
George Mitchell Collection,6-15,Canned Heat,G,G,
George Mitchell Collection,6-16,Nighthawk Boogie,E,Eflat+,
George Mitchell Collection,6-17,Down by the Woodshed,G,G-,
George Mitchell Collection,6-18,Home Going,(a capella),F#,
George Mitchell Collection,6-19,I Want to be Ready,(a capella),B-,
George Mitchell Collection,6-20,Interview,n/a,n/a,
George Mitchell Collection,7-01,Miss Maybelle,Spanish,F#-,
George Mitchell Collection,7-02,When My Baby Got On Board,Spanish,F#,
George Mitchell Collection,7-03,Them Greasy Greens #1,"F (gtr), unknown (vln)",Eflat,
George Mitchell Collection,7-04,Rock and Roll to Milledgeville,unknown (vln),Eflat,
George Mitchell Collection,7-05,Black Rat Swing,A,A,
George Mitchell Collection,7-06,Tease Me Baby #2,Cross harp,A,
George Mitchell Collection,7-07,Someday Baby #1,Cross harp,A,
George Mitchell Collection,7-08,Wonder Why My Baby Treat Me so Bad,G,G,
George Mitchell Collection,7-09,Rosa Lee,Cross harp,A,
George Mitchell Collection,7-10,I Got A Woman,Vestapol slide,Eflat-,
George Mitchell Collection,7-11,So Sweet,Vestapol,F#+,
George Mitchell Collection,7-12,You're Gonna Miss Me,A,F#+,
George Mitchell Collection,7-13,Mamie,A,F#+,
George Mitchell Collection,7-14,I'm So Lonesome,A,F#+,
George Mitchell Collection,7-15,Blood Red River,Cross-note,Eflat-,
George Mitchell Collection,7-16,Sitting on Top of the World,Vestapol slide,D+,
George Mitchell Collection,7-17,Glory Hallelujah,Vestapol slide,D+,
George Mitchell Collection,7-18,Jesus is Coming Back to Me,F,F,
George Mitchell Collection,7-19,Bound for Zion,Eflat,Eflat,
George Mitchell Collection,7-20,You Told Me Baby,E,E,
George Mitchell Collection,7-21,Sweet as an Apple on a Tree,Cross harp,E,
George Mitchell Collection,7-22,Juke #2,Cross harp,E,
George Mitchell Collection,7-23,Woke Up this Morning,E,E,
George Mitchell Collection,7-24,Tell Me You Love Me,A,A,
Tommy Johnson,1,Canned Heat Blues,Standard,D,
Tommy Johnson,2,Lonesome Home Blues,Standard,E,
