Artist,Track,Title,Position,Pitch,Notes
Charley Patton,1,Pony Blues,E,F,
Charley Patton,2,Spoonful Blues,Vestapol,E,
Charley Patton,3,Down the Dirt Road Blues,C,C#,
Charley Patton,4,Prayer of Death Part 1,Spanish,A,
Charley Patton,5,Prayer of Death Part 2,Spanish,A,
Charley Patton,6,Screamin' and Hollerin' the Blues,Spanish,A,
Charley Patton,7,Banty Rooster Blues,Spanish,Bb,
Charley Patton,8,Tom Rushen Blues,Spanish,A,
Charley Patton,9,It Won't Be Long,Spanish,A,
Charley Patton,10,Shake It and Break It,F,F,
Charley Patton,11,Pea Vine Blues,Spanish,A,
Charley Patton,12,Mississippi Boll Weevil Blues,Spanish,B -,
Charley Patton,13,"Lord, I'm Discouraged",Spanish,A,
Charley Patton,14,I'm Goin' Home,Spanish,A,
Charley Patton,15,Hammer Blues Take 1,Spanish,B,
Charley Patton,16,I Shall Not Be Moved,Spanish,B,
Charley Patton,17,High Water Everywhere Part 1,Spanish,B,
Charley Patton,18,High Water Everywhere Part 2,Spanish,B,
Charley Patton,19,I Shall Not Be Moved,Spanish,B,
Charley Patton,20,Rattlesnake Blues,E,F#,
Charley Patton,21,Going to Move to Alabama,E,F,
Charley Patton,22,Hammer Blues Take 2,Spanish,B,
Charley Patton,23,Joe Kirby,E,G,
Charley Patton,24,Frankie and Albert,E,F#,
Charley Patton,25,Devil Sent the Rain Blues,A,A#,
Charley Patton,26,Magnolia Blues,Spanish,B,
Charley Patton,27,Runnin' Wild Blues,E,F#,
Charley Patton,28,Some Happy Day,Spanish,B,
Charley Patton,29,Mean Black Moan,E,F#,
Charley Patton,30,Green River Blues,E,F#,
Charley Patton,31,Some of These Days I'll Be Gone,E,F#,
Charley Patton,32,Elder Green Blues Take 2,E,F,
Charley Patton,33,Jim Lee Part 1,E,F#,
Charley Patton,34,Jim Lee Part 2,E,F#,
Charley Patton,35,Mean Black Cat Blues,E,F#,
Charley Patton,36,Jesus Is a Dying-Bed Maker,Spanish,B,
Charley Patton,37,Elder Green Blues Take 2,E,F,
Charley Patton,38,When Your Way Gets Dark,Spanish,B -,
Charley Patton,39,Some of These Days I'll Be Gone Take 2,E,F# +,
Charley Patton,40,Heart Like Railroad Steel,Spanish,C,
Charley Patton,41,Circle Round the Moon,E,F,
Charley Patton,42,You're Gonna Need Somebody When You Die,Spanish,B,
Charley Patton,43,Some Summer Day,Spanish,Bb,2Nd Gtr Position: A
Charley Patton,44,Bird Nest Bound,Spanish,Bb,2Nd Gtr Position: A
Charley Patton,45,Dry Well Blues,E,F,2Nd Gtr Position: E
Charley Patton,46,Moon Going Down,Spanish,Bb,2Nd Gtr Position: A
Charley Patton,47,High Sheriff Blues,Spanish,Bb,
Charley Patton,48,Stone Pony Blues,E,F,
Charley Patton,49,Jersey Bull Blues,Spanish,Bb,
Charley Patton,50,Hang It on the Wall,F,G,
Charley Patton,51,34 Blues,C,D -,
Charley Patton,52,Love My Stuff,Spanish,A,
Charley Patton,53,Poor Me,C,D -,
Charley Patton,54,Revenue Man Blues,Spanish,B -,
Charley Patton,55,Troubled 'Bout My Mother,Spanish,Bb +,
Charley Patton,56,Oh Death,Spanish,Bb +,
Charley Patton,57,Yellow Bee,E,F,
Charley Patton,58,Mind Reader Blues,E,F,
Blind Blake,1,Dying Blues,C,,
Blind Blake,2,Ashley St Blues,C,,
Blind Blake,3,Early Morning Blues,C,,
Blind Blake,4,West Coast Blues,C,,
Blind Blake,5,West Coast Blues,C,,
Blind Blake,6,West Coast Blues,C,,
Blind Blake,7,Early Morning Blues,C,,
Blind Blake,8,Early Morning Blues,C,,
Blind Blake,9,Too Tight,G,,
Blind Blake,10,Blake's Worried Blues,C,,
Blind Blake,11,Come on Boys Let's Do That Messin' Around,G,,
Blind Blake,12,Come on Boys Let's Do That Messin' Around,G,,
Blind Blake,13,Tampa Bound,G,,
Blind Blake,14,Skeedle Loo Doo Blues,C,,
Blind Blake,15,Skeedle Loo Doo Blues,C,,
Blind Blake,16,Stonewall Street Blues,G,,
Blind Blake,17,State Street Men Blues,,,
Blind Blake,18,Down the Country,Vestapol,,
Blind Blake,19,Back Biting Bee Blues,Dropped D,,
Blind Blake,20,Wilson Dam,G,,
Blind Blake,21,Bucktown Blues,C,,
Blind Blake,22,Black Dog Blues,C,,
Blind Blake,23,One Time Blues,A,,
Blind Blake,24,Bad Feelin' Blues,Dropped D,,
Blind Blake,25,Dry Bone Shuffle,C,,
Blind Blake,26,Dry Bone Shuffle,C,,
Blind Blake,27,Dry Bone Shuffle,C,,
Blind Blake,28,That Will Happen No More,G,,
Blind Blake,29,Brownskin Mama Blues <Take 1>,C,,
Blind Blake,30,Brownskin Mama Blues <Take 2>,C,,
Blind Blake,31,Hard Road Blues,G,,
Blind Blake,32,Hey Hey Daddy Blues,C,,
Blind Blake,33,Sea Board Stomp,C,,
Blind Blake,34,You Gonna Quit Me Blues,C,,
Blind Blake,35,Steel Mill Blues,C,,
Blind Blake,36,Southern Rag,C,,
Blind Blake,37,He's in the Jailhouse Now,C,,
Blind Blake,38,Wabash Rag,C,,
Blind Blake,39,Doggin' Me Mama Blues,C,,
Blind Blake,40,C C Pill Blues,C,,
Blind Blake,41,Hot Potatoes,C,,
Blind Blake,42,Southbound Rag,G,E flat,
Blind Blake,43,Pay Day Daddy Blues,C,,
Blind Blake,44,Elzadie's Policy Blues,G,E flat?,
Blind Blake,45,Good-Bye Mama Moan,C,,
Blind Blake,46,Tootie Blues,C,,
Blind Blake,47,That Lovin' I Crave,G,,
Blind Blake,48,That Lonesome Rave,C,,
Blind Blake,49,Terrible Murder Blues,A,,
Blind Blake,50,Leavin' Gal Blues,C,,
Blind Blake,51,No Dough Blues,C,,
Blind Blake,52,Lead Hearted Blues,G,,
Blind Blake,53,Let Your Love Come Down,F,,
Blind Blake,54,Rumblin' and Ramblin' Boa Constrictor Blues,C,,
Blind Blake,55,Bootleg Rum Dum Blues,G,,
Blind Blake,56,Detroit Bound Blues,C,,
Blind Blake,57,Beulah Land,G,,
Blind Blake,58,Panther Squall Blues,G,,
Blind Blake,59,Elzadie's Policy Blues,,,
Blind Blake,60,Pay Day Daddy Blues,C,,
Blind Blake,61,Walkin' Across the Country,C,,
Blind Blake,62,Search Warrant Blues,F,,
Blind Blake,63,Rambin' Mama Blues,C,,
Blind Blake,64,New Style of Loving,C,,
Blind Blake,65,Back Door Slam Blues,C,,
Blind Blake,66,Notoriety Woman Blues,F,,
Blind Blake,67,Cold Hearted Mama Blues,G,,
Blind Blake,68,Low Down Loving Gal,G,,
Blind Blake,69,Sweet Papa Low Down,C,,
Blind Blake,70,Poker Woman Blues,C,,
Blind Blake,71,Doing a Stretch,F,,
Blind Blake,72,Fightin' the Jug,F,,
Blind Blake,73,Hookworm Blues,C,,
Blind Blake,74,Slippery Rag,C,,
Blind Blake,75,Hastings St,G,LOW,
Blind Blake,76,Diddie Wah Diddie,C,,
Blind Blake,77,Diddie Wah Diddie,C,,
Blind Blake,78,"Too Tight Blues, No. 2",G,,
Blind Blake,79,Chump Man Blues,Dropped D,,
Blind Blake,80,Ice Man Blues,C,,
Blind Blake,81,Police Dog Blues,Vestapol,,
Blind Blake,82,"I Was Afraid of That, Pt. 2",C,,
Blind Blake,83,Georgia Bound,C,,
Blind Blake,84,Keep It Home,A,,
Blind Blake,85,Keep It Home,A,,
Blind Blake,86,Sweet Jivin' Mama,"EADF#AD tuning, played in A",,
Blind Blake,87,Lonesome Christmas Blues,C,,
Blind Blake,88,Third Degree Blues,C,,
Blind Blake,89,Guitar Chimes,C,,
Blind Blake,90,Blind Arthur's Breakdown,C,,
Blind Blake,91,Baby Lou Blues,C,,
Blind Blake,92,Cold Love Blues,G,,
Blind Blake,93,"Papa Charlie & Blind Blake Talk About It, Pt. 1",C,,
Blind Blake,94,"Papa Charlie & Blind Blake Talk About It, Pt. 2",C,,
Blind Blake,95,Stingaree Man Blues,G,,
Blind Blake,96,Itching Heel,C,,
Blind Blake,97,You've Got What I Want,G,,
Blind Blake,98,Cherry Hill Blues,E,,
Blind Blake,99,"Diddie Wah Diddie, No. 2",C,,
Blind Blake,100,Hard Pushin' Papa,G,,
Blind Blake,101,What a Lowdown Place the Jailhouse Is,C,,
Blind Blake,102,Ain't Gonna Do That No More,C,,
Blind Blake,103,Playing Policy Blues,G,,
Blind Blake,104,Righteous Blues,C,,
Blind Blake,105,Fancy Tricks,G,,
Blind Blake,106,"Rope Stretchin' Blues, Pt. 2",Am/C,,
Blind Blake,107,"Rope Stretchin' Blues, Pt. 1",Am/C,,
Blind Blake,108,"Rope Stretchin' Blues, Pt. 1",Am/C,,
Blind Blake,109,Champagne Charlie Is My Name,C,,
Blind Blake,110,Depression's Gone from Me Blues,E,,
Blind Blake,111,Night and Day Blues,G,,
Blind Blake,112,Sun to Sun,A,,
Blind Blake,1,,G,,With Ma Rainey:: Morning Hour Blues
Blind Blake,2,,C,,With Ma Rainey:: Little Low Momma Blues
Blind Blake,3,,G,,With Ma Rainey:: Grievin' Hearted Blues
Blind Blake,1,,G,,With Charlie Spand:: Soon This Morning Blues
Blind Blake,2,,?,,With Charlie Spand:: Fetch Your Water
Blind Blake,1,,F or G,,"With Gus Cannon (Banjo Joe):: Poor Boy, Long Ways From Home"
Blind Blake,2,,F or G,,With Gus Cannon (Banjo Joe):: Madison Street Rag
Blind Blake,3,,C,,With Gus Cannon (Banjo Joe):: Jazz Gypsy Rag
Blind Blake,4,,C,,With Gus Cannon (Banjo Joe):: Can You Blame the Colored Man
Blind Blake,5,,C,,With Gus Cannon (Banjo Joe):: My Money Never Runs Out
Blind Boy Fuller,1,"Baby, I Don't Have To Worry",C+4,E,
Blind Boy Fuller,2,I'm A Rattlesnakin' Daddy,A+4,C#,
Blind Boy Fuller,3,I'm Climbin' On Top of the Hill,E+5,A,
Blind Boy Fuller,4,Ain't It a Crying Shame,E+5,A,
Blind Boy Fuller,5,Looking For My Woman,A+5,D,
Blind Boy Fuller,6,Rag Mama Rag (unissued),C+5,F,
Blind Boy Fuller,7,Rag Mama Rag,C+5,F,
Blind Boy Fuller,8,"Baby, You Gotta Change Your Mind",C+5,F,
Blind Boy Fuller,9,Evil Hearted Woman,G+3,A#,
Blind Boy Fuller,10,My Brownskin Sugar Plum,C,C,
Blind Boy Fuller,11,Somebody's Been Playing with that Thing,A,A,
Blind Boy Fuller,12,Log Cabin Blues,C+1,C#,
Blind Boy Fuller,13,Log Cabin Blues (unissued),C+1,C#,
Blind Boy Fuller,14,Homesick and Lonesome Blues,Vestapol @ Eb,Eb,
Blind Boy Fuller,15,Walking My Troubles Away,E+2,F#,
Blind Boy Fuller,16,Walking My Troubles Away (unissued),E+2,F#,
Blind Boy Fuller,17,Black and Tan,A+3,C,
Blind Boy Fuller,18,Keep Away from My Woman,G+2',A,
Blind Boy Fuller,19,Keep Away from My Woman (unissued),G+3,A#,
Blind Boy Fuller,20,Babe You Got to Do Better,E+3,G,
Blind Boy Fuller,21,Big Bed Blues,C+3,D#,
Blind Boy Fuller,22,Truckin' My Blues Away,C+3',D#,
Blind Boy Fuller,23,(I Got a Woman Crazy for Me) She's Funny That Way,C+3,D#,
Blind Boy Fuller,24,Cat Man Blues (unissued),A+3,C,
Blind Boy Fuller,1,Cat Man Blues (take 2),A+2,B,
Blind Boy Fuller,2,When Your Gal Packs Up and Leaves,E+3,G,
Blind Boy Fuller,3,Mama Let Me Lay It On You,G+2?,A,
Blind Boy Fuller,4,If You Don't Give Me What I Want,C+3,D#,
Blind Boy Fuller,5,Boots and Shoes,E+3 G,G,
Blind Boy Fuller,6,Trucking My Blues Away No. 2 (take 1),C+1,C#,
Blind Boy Fuller,7,Trucking My Blues Away No. 2 (take 2),C+1,C#,
Blind Boy Fuller,8,Sweet Honey Hole,E+1,F,
Blind Boy Fuller,9,Untrue Blues,A+1,Bb,
Blind Boy Fuller,10,Tom Cat Blues,E,E,
Blind Boy Fuller,11,My Baby Don't Mean Me No Good,E+1,F,
Blind Boy Fuller,12,Been Your Dog,D,D-sharp(+),
Blind Boy Fuller,13,My Best Gal Gonna Leave Me,G+1,G#,
Blind Boy Fuller,14,Wires All Down,G+2,A,
Blind Boy Fuller,15,Let Me Squeeze Your Lemon,G+1,G#,
Blind Boy Fuller,16,Death Alley,C+1,C#,
Blind Boy Fuller,17,Mamie (take 1),A,A,
Blind Boy Fuller,18,Mamie (take 2),A+1,A#,
Blind Boy Fuller,19,New Oh Red!,C+3 E-1,Eb,
Blind Boy Fuller,20,If You See My Pigmeat,A+1,A#,
Blind Boy Fuller,21,Stingy Mama,A+1,A#,
Blind Boy Fuller,22,Why Don't My Baby Write to Me,E+1,F,
Blind Boy Fuller,23,Some Day You're Gonna Be Sorry,E+1,F,
Blind Boy Fuller,24,You Never Can Tell,C+1,C#,
Blind Boy Fuller,1,Put You Back in the Jail,C+1,,
Blind Boy Fuller,2,Walking and Looking Blues,G+1,G#,
Blind Boy Fuller,3,Bulldog Blues,A+1,A#,
Blind Boy Fuller,4,Where My Woman Usta Lay,A+1,A#,
Blind Boy Fuller,5,Working Man Blues,D+1',D#,
Blind Boy Fuller,6,Weeping Willow,A+3,C,
Blind Boy Fuller,7,Corrine What Makes You Treat Me So,A+2,G,
Blind Boy Fuller,8,Stealing Bo-Hog,A+1,A#,
Blind Boy Fuller,9,Worried and Evil Man Blues,G+1,G#,
Blind Boy Fuller,10,Bull Dog Blues,A,A,
Blind Boy Fuller,11,Break of Day Blues,A+1,A#,
Blind Boy Fuller,12,Oh Zee Zas Rag,C+1,C#,
Blind Boy Fuller,13,Throw Your Yas Yas Back in Jail,C+1,C#,
Blind Boy Fuller,14,Snake Woman Blues,C+1,C#,
Blind Boy Fuller,15,Mojo Hidin' Woman,A+1,A#,
Blind Boy Fuller,16,Steel Hearted Woman,E+2,F#,
Blind Boy Fuller,17,Ain't No Gettin' Along,A+1,A#,
Blind Boy Fuller,18,Careless Love,A+2,B,
Blind Boy Fuller,19,New Louise Louise Blues,E+2,F#,
Blind Boy Fuller,20,"Mistreater, You're Going to Be Sorry",E+4,G#,
Blind Boy Fuller,21,Bye Bye Baby Blues,E+3,G,
Blind Boy Fuller,22,"Looking for My Woman, No. 2",A+2,B,
Blind Boy Fuller,1,Shaggy Like A Bear,G+2,A,
Blind Boy Fuller,2,Ten O'clock Peeper,A+2,B,
Blind Boy Fuller,3,Hungry Calf Blues,A+2,B,
Blind Boy Fuller,4,Too Many Women Blues,A+2,B,
Blind Boy Fuller,5,Oozin' You Off My Mind,C+2,D,
Blind Boy Fuller,6,Shake That Shimmy,C+2,D,
Blind Boy Fuller,7,Heart Ease Blues,C+2,D,
Blind Boy Fuller,8,I'm Going To Move (To The Edge Of Town),E+3,G,
Blind Boy Fuller,9,Pistol Slapper Blues,G,G,
Blind Boy Fuller,10,Mean And No Good Woman,A-1,Ab,
Blind Boy Fuller,11,Georgia Ham Mama,A-2,G,
Blind Boy Fuller,12,Piccolo Rag,C-2,Bb,
Blind Boy Fuller,13,Funny Feeling Blues,E-2,D,
Blind Boy Fuller,14,Painful Hearted Man,D-2,C,
Blind Boy Fuller,15,You've Got To Move It Out,E,E,
Blind Boy Fuller,16,Mama Let Me Lay It On You No.2,G,G,
Blind Boy Fuller,17,Meat Shakin' Woman,C-1,B,
Blind Boy Fuller,18,I'm A Good Stem Winder,A-1,Ab,
Blind Boy Fuller,19,What's That Smells Like Fish,C+1',C#,
Blind Boy Fuller,20,She's A Truckin' Little Baby,C+1',C#,
Blind Boy Fuller,21,Jivin' Woman Blues,C+1',C#,
Blind Boy Fuller,22,You're Laughing Now,G+2,A,
Blind Boy Fuller,1,Stop Jivin' Me Mama,E+1,F,
Blind Boy Fuller,2,Long Time Trucker,A,A,
Blind Boy Fuller,3,Big House Bound,A',A,
Blind Boy Fuller,4,Flyin' Airplane Blues,E+1,F,
Blind Boy Fuller,5,Get Your Yas Yas Out,C+2,D,
Blind Boy Fuller,6,Jitterbug Rag,G+3,A#,
Blind Boy Fuller,7,Screaming and Crying Blues,G+2,A,
Blind Boy Fuller,8,Blacksnakin' Jiver,C+1,C#,
Blind Boy Fuller,9,I Don't Care How Long,Vestapol @ E,E,
Blind Boy Fuller,10,You've Got Something There,C+1,C#,
Blind Boy Fuller,11,Baby Quit Your Low Down Ways(take 1),G+4,B,
Blind Boy Fuller,12,Baby Quit Your Low Down Ways(take 2),G+4,B,
Blind Boy Fuller,13,It Doesn't Matter Baby,G+3,A#,
Blind Boy Fuller,14,Black Bottom Blues,C+3,D#,
Blind Boy Fuller,15,I Crave My Pig Meat,G+3,A#,
Blind Boy Fuller,16,Big Leg Woman Gets My Pay,E+3,G,
Blind Boy Fuller,17,I'm a Stranger Here,Vestapol @ F,F,
Blind Boy Fuller,18,Red's Got the Piccolo Blues,C+2,D,
Blind Boy Fuller,19,I Want Some of Your Pie,E+1,F,
Blind Boy Fuller,20,Jivin' Big Bill Blues,E+1,F,
Blind Boy Fuller,21,Woman You Better Wake Up,A,A,
Blind Boy Fuller,22,Step It Up and Go,G,G,
Blind Boy Fuller,23,Worn Out Engine Blues,A,A,
Blind Boy Fuller,1,Blue and Worried Man,E,E,
Blind Boy Fuller,2,Passenger Train Woman,E+4,G#,
Blind Boy Fuller,3,"Shake It, Baby",C+1,C#,
Blind Boy Fuller,4,Somebody's Been Talkin',A+2,B,
Blind Boy Fuller,5,Three Ball Blues,A+2,B,
Blind Boy Fuller,6,Little Woman You're So Sweet,Vestapol @ D,D,
Blind Boy Fuller,7,Harmonica Stomp,E,E,
Blind Boy Fuller,8,Good Feeling Blues,E,E,
Blind Boy Fuller,9,You Can't Hide from the Lord,C,C,
Blind Boy Fuller,10,Twelve Gates to the City,G,G,
Blind Boy Fuller,11,Crooked Woman Blues,D,D,
Blind Boy Fuller,12,I Don't Want No Skinny Woman,E,E,
Blind Boy Fuller,13,Bus Rider Blues,E,E,
Blind Boy Fuller,14,You Got to Have Your Dollar,E,E,
Blind Boy Fuller,15,Lost Lover Blues,A,A,
Blind Boy Fuller,16,Thousand Woman Blues,A+1,A#,
Blind Boy Fuller,17,Bye Bye Baby,E,E,
Blind Boy Fuller,18,When You Are Gone,G,G,
Blind Boy Fuller,19,No Stranger Now,C,C,
Blind Boy Fuller,20,Must Have Been My Jesus,A,A,
Blind Boy Fuller,21,Jesus Is a Holy Man,A+1,A#,
Blind Boy Fuller,22,Precious Lord,G,G,
Blind Boy Fuller,23,Night Rambling Woman,G,G,
Blind Willie McTell,1,Writin' Paper Blues,E,D+,
Blind Willie McTell,2,Stole Rider Blues,drop D,C+,
Blind Willie McTell,3,Mama T'ain't Long Fo' Day,Spanish,F#,
Blind Willie McTell,4,Mr. McTell Got the Blues,C,B-flat+,
Blind Willie McTell,5,Mr. McTell Got the Blues,C,B-flat,
Blind Willie McTell,1,Three Women Blues,Vestapol,E-flat,
Blind Willie McTell,2,Dark Night Blues,C,B,
Blind Willie McTell,3,Statesboro Blues,drop D,C#+,
Blind Willie McTell,4,Loving Talking Blues,G,F#,
Blind Willie McTell,5,Atlanta Strut,C,B-flat,
Blind Willie McTell,6,Travelin' Blues,Vestapol,D,
Blind Willie McTell,7,Come On Around to My House Mama,C,A,
Blind Willie McTell,8,Kind Mama,C,A+,
Blind Willie McTell,9,Teasing Brown,C,B-flat,
Blind Willie McTell,10,Drive Away Blues,E,C#,
Blind Willie McTell,11,This Is Not the Stove to Brown Your Bread,C,A,
Blind Willie McTell,12,Love Changing Blues,Spanish,E,
Blind Willie McTell,13,Talkin' to Myself,E,C#,
Blind Willie McTell,14,Razor Ball,C,A+,
Blind Willie McTell,15,Southern Can Is Mine,C,A-flat,
Blind Willie McTell,16,Broke Down Engine Blues,E,C,
Blind Willie McTell,17,Stomp Down Rider,G,E,
Blind Willie McTell,18,Scarey Day Blues,E,C#,
Blind Willie McTell,19,Rough Alley Blues,E,C#,
Blind Willie McTell,20,Experience Blues,Vestapol,C,
Blind Willie McTell,21,Painful Blues,C,A,
Blind Willie McTell,22,Low Rider's Blues,C,A-flat,Curley Weaver: Spanish
Blind Willie McTell,23,Georgia Rag,C,A-flat+,
Blind Willie McTell,24,Low Down Blues,Spanish,E-flat,Curley Weaver: Vestapol
Blind Willie McTell,25,Rollin' Mama Blues,Spanish,C#,Curley Weaver: Vestapol
Blind Willie McTell,26,Lonesome Day Blues,C,F#,Curley Weaver: Spanish
Blind Willie McTell,27,"Mama, Let Me Scoop For You",G,D,
Blind Willie McTell,28,Searching the Desert for the Blues,E,C,
Blind Willie McTell,29,Warm It Up to Me,C,A-flat,Curley Weaver: G
Blind Willie McTell,30,It's Your Time to Worry,G,D+,Curley Weaver: Vestapol
Blind Willie McTell,31,It's a Good Little Thing,G,E-flat,Curley Weaver: Vestapol
Blind Willie McTell,32,You Was Born to Die,Spanish,D,Curley Weaver: Vestapol
Blind Willie McTell,33,Lord Have Mercy If You Please,Spanish,D,Curley Weaver: E
Blind Willie McTell,34,Don't You See How This World Made a Change,Vestapol,B,Curley Weaver: E
Blind Willie McTell,35,Savannah Mama,Vestapol,A,
Blind Willie McTell,36,Broke Down Engine,E,A+,
Blind Willie McTell,37,Broke Down Engine No. 2,E,A+,
Blind Willie McTell,38,My Baby's Gone,G,C,
Blind Willie McTell,39,Love-Makin' Mama,C,F,Curley Weaver: G
Blind Willie McTell,40,Death Room Blues,C,F+,Curley Weaver: G
Blind Willie McTell,41,Death Cell Blues,G,D+,Curley Weaver: E
Blind Willie McTell,42,"Lord, Send Me an Angel",E,A,Curley Weaver: C
Blind Willie McTell,43,B and O Blues No. 2 (take 1),G,C#+,Curley Weaver: E
Blind Willie McTell,44,B and O Blues No. 2 (take 2),G,C#+,Curley Weaver: E
Blind Willie McTell,45,Weary Hearted Blues,A,E-flat,Curley Weaver: E
Blind Willie McTell,46,Bell Street Lightnin',C,F#,Curley Weaver: G
Blind Willie McTell,47,Southern Can Mama,C,F#,"Curley Weaver: almost inaudible, likely G"
Blind Willie McTell,48,Runnin' Me Crazy,E,B-flat,Curley Weaver: C
Blind Willie McTell,49,East St. Louis Blues (Fare You Well),E,B-flat,Curley Weaver: C
Blind Willie McTell,50,Ain't It Grand to Be a Christian,Vestapol,A-flat,
Blind Willie McTell,51,We Got to Meet Death One Day,Vestapol,B,
Blind Willie McTell,52,We Got to Meet Death One Day,Vestapol,B,
Blind Willie McTell,53,Don't Let Nobody Turn You Around,Vestapol,B+,
Blind Willie McTell,54,"I Got Religion, I'm So Glad",Vestapol,A-flat,
Blind Willie McTell,55,Dying Gambler,Vestapol,F#+,
Blind Willie McTell,56,God Don't Like It,Vestapol,G,
Blind Willie McTell,57,Bell Street Blues,C,F#,Curley Weaver: E
Blind Willie McTell,58,Let Me Play With Yo' Yo-Yo,C,F#,Curley Weaver: G
Blind Willie McTell,59,Lay Some Flowers On My Grave,C,F,Curley Weaver: G
Blind Willie McTell,60,Ticket Agent Blues,E,A-flat+,
Blind Willie McTell,61,Cold Winter Day,Vestapol,B,Curley Weaver: Vestapol
Blind Willie McTell,62,Your Time to Worry,G,C,
Blind Willie McTell,63,Cooling Board Blues,E,A,Curley Weaver: A
Blind Willie McTell,64,Hillbilly Willie's Blues,C,F,
Blind Willie McTell,1,You Got to Die/Climbing High Mountains,Vestapol,A-flat+,
Blind Willie McTell,2,Boll Weavil,G,C,
Blind Willie McTell,3,Delia,C,F,
Blind Willie McTell,4,Dying Crapshooter's Blues,Dm (ends on F chord),Gm,
Blind Willie McTell,5,Will Fox,C,F,
Blind Willie McTell,6,I Got to Cross the River Jordan,Vestapol,A-flat+,
Blind Willie McTell,7,Old Time Religion,Vestapol,A-flat+,
Blind Willie McTell,8,Amazing Grace,Vestapol,A-flat+,
Blind Willie McTell,9,King Edward Blues,C,F,
Blind Willie McTell,10,Murderer's Home Blues,drop D,G,
Blind Willie McTell,11,Kill-It-Kid Rag,G,C,
Blind Willie McTell,12,Chainey,Vestapol,A-flat+,
Blind Willie McTell,13,I Got to Cross the River of Jordan,Vestapol,A,
Blind Willie McTell,1,Kill it Kid,G,B,
Blind Willie McTell,2,Razor Ball,G,B,
Blind Willie McTell,3,Little Delia,C,E,
Blind Willie McTell,4,Broke Down Engine,E,A-flat,
Blind Willie McTell,5,Dying Crapshooter's Blues,Dm (ends on F chord),F#m,
Blind Willie McTell,6,Pinetop's Boogie Woogie,G,B-flat+,
Blind Willie McTell,7,Blues Around Midnight,C,E-flat+ (almost E),
Blind Willie McTell,8,Last Dime Blues,E,G+,
Blind Willie McTell,9,On the Cooling Board,E,G+,
Blind Willie McTell,10,Motherless Children,Vestapol,G,
Blind Willie McTell,11,I Got to Cross the River of Jordan,Vestapol,G,
Blind Willie McTell,12,You Got to Die,Vestapol,G+,
Blind Willie McTell,13,Ain't It Grand to Live a Christian,Vestapol,G+,
Blind Willie McTell,14,Pearly Gates,C,E,
Blind Willie McTell,15,Soon This Morning,drop D,F+,
Blind Willie McTell,1,My Baby's Gone,no McTell,B-flat,Curley Weaver: A
Blind Willie McTell,2,Ticket Agent,no McTell,A+,Curley Weaver: A
Blind Willie McTell,3,Don't Forget It,E,A,Curley Weaver: A?
Blind Willie McTell,4,A to Z Blues,C,F,Curley Weaver: F
Blind Willie McTell,5,It's A Good Little Thing,C,F,Curley Weaver: F
Blind Willie McTell,6,You Can't Get Stuff No More,C,F,Curley Weaver: F
Blind Willie McTell,7,Love Changin' Blues,Vestapol,G,Curley Weaver: G
Blind Willie McTell,8,Savannah Mama,Vestapol,G,Curley Weaver: G
Blind Willie McTell,9,Talkin' To You,E,A,Curley Weaver: A?
Blind Willie McTell,10,East St. Louis (Fare You Well),E,A,Curley Weaver: A?
Blind Willie McTell,11,Wee Midnight Hours,A?,E,Curley Weaver: E
Blind Willie McTell,12,She Don't Treat Me Good,G?,C,Curley Weaver: C
Blind Willie McTell,13,Brownskin Women,E,A,Curley Weaver: A
Blind Willie McTell,14,I Keep On Drinking,drop D,G,Curley Weaver: G
Blind Willie McTell,15,Pal of Mine,C,F,Curley Weaver: F
Blind Willie McTell,16,Pal of Mine (take 2),C,F,Curley Weaver: F
Blind Willie McTell,17,Honey It Must Be Love,C,F,Curley Weaver: F
Blind Willie McTell,18,Sending Up My Timber,G,C,Curley Weaver: C
Blind Willie McTell,19,Sending Up My Timber (take 2),G,C,Curley Weaver: C
Blind Willie McTell,20,Lord Have Mercy,C,F,Curley Weaver: F
Blind Willie McTell,21,Trying to Get Home,C,F,Curley Weaver: F
Blind Willie McTell,22,It's My Desire,C,E+,
Blind Willie McTell,23,Hide Me In Thy Bosom,C,F,
Blind Willie McTell,24,Some Rainy Day,no McTell,A-flat,Curley Weaver: G
Blind Willie McTell,25,Trixie,no McTell,G+,Curley Weaver: G
Blind Willie McTell,1,Baby It Must Be Love,C,E+,
Blind Willie McTell,2,Dyin' Crapshooter's Blues,Dm (ends on F chord),F#m+,
Blind Willie McTell,3,Don't Forget It,E,A-flat,
Blind Willie McTell,4,Kill It Kid,G,B+,
Blind Willie McTell,5,That Will Never Happen No More,G,B,
Blind Willie McTell,6,Goodbye Blues,G,B,
Blind Willie McTell,7,Salty Dog,G,B,
Blind Willie McTell,8,Beedle Um Bum,F,A+,
Blind Willie McTell,9,A Married Man's A Fool,C,E+,
Blind Willie McTell,10,A to Z Blues,C,E+,
Blind Willie McTell,11,Wabash Cannonball,D,F#+,
Blind Willie McTell,12,Pal of Mine,C,E+,
Furry Lewis,1,Everybody’s Blues,C,Bb,
Furry Lewis,2,Mr. Furry’s Blues,C,A (+),
Furry Lewis,3,Sweet Papa Moan,C,B (-),
Furry Lewis,4,Rock Island Blues,Spanish,G,
Furry Lewis,5,Jelly Roll,EAEGBE tuning,Eb,
Furry Lewis,6,Billy Lyons and Stack O’Lee,C,B (-),
